image_id,degradation_type,param_value,n_gt,n_pred,n_matched,detection_rate,false_positive,bias_x,bias_y,sigma_x,sigma_y,mean_dx,mean_dy,mean_abs_error,median_error
img_001_poisson_P100,poisson,100,196,196,196,1.0,0,-0.691324925716806,0.913382073969046,0.07889917725396485,0.1267559859679443,-0.691324925716806,0.913382073969046,1.148932809019502,1.1794090836742699
img_002_poisson_P100,poisson,100,196,196,196,1.0,0,-0.6427516036051709,0.8821556863955943,0.08172573201468691,0.06100640046453216,-0.6427516036051709,0.8821556863955943,1.0941074525456556,1.0540582846658686
img_003_poisson_P100,poisson,100,196,196,196,1.0,0,-0.29847932353606005,0.54761787479521,0.07068765626586129,0.1373146506020441,-0.29847932353606005,0.54761787479521,0.6300462813805106,0.6735645518639423
img_004_poisson_P100,poisson,100,196,196,196,1.0,0,0.28516040955507926,0.98174668694447,0.07034904200456503,0.0792062978762007,0.28516040955507926,0.98174668694447,1.0235358490711735,0.9777510445642875
img_005_poisson_P100,poisson,100,196,196,196,1.0,0,-0.653684616107065,1.0432154315888134,0.06170749429097108,0.11458941110967935,-0.653684616107065,1.0432154315888134,1.2351820586441535,1.267818678005767
img_006_poisson_P100,poisson,100,196,196,196,1.0,0,0.15272266862416403,0.4185397376294084,0.08136007383599082,0.13143642734883001,0.15272266862416403,0.4185397376294084,0.46206441710134555,0.49102179397314333
img_007_poisson_P100,poisson,100,196,196,196,1.0,0,-0.018614427485002,0.8059787053455005,0.061120695301866805,0.08618034853611989,-0.018614427485002,0.8059787053455005,0.808225747094533,0.8413777545380446
img_008_poisson_P100,poisson,100,196,196,196,1.0,0,-0.39329305648930957,0.5754200010225974,0.10333921848238724,0.1067138526393314,-0.39329305648930957,0.5754200010225974,0.7095899509503709,0.7232686431654948
img_009_poisson_P100,poisson,100,196,196,196,1.0,0,-0.5732533052773491,1.1782744344239051,0.07275432950506366,0.12200225197750844,-0.5732533052773491,1.1782744344239051,1.3121975416934317,1.3456428062655064
img_000_poisson_P50,poisson,50,196,196,196,1.0,0,-0.3810578376926519,0.9968222619802717,0.12027832093339824,0.0882160888794153,-0.3810578376926519,0.9968222619802717,1.0732592864641042,1.0528994523849782
img_001_poisson_P50,poisson,50,196,196,196,1.0,0,-0.698455867635611,0.9448269508489375,0.11885816906949796,0.13839003685026213,-0.698455867635611,0.9448269508489375,1.1819553853820361,1.1794090836742757
img_002_poisson_P50,poisson,50,196,196,196,1.0,0,-0.6262062835345388,0.9100171613569623,0.1277357749462311,0.10117689636275948,-0.6262062835345388,0.9100171613569623,1.112089723604051,1.069502249705177
img_003_poisson_P50,poisson,50,196,196,196,1.0,0,-0.2971724075137834,0.5895124225436782,0.09920152098010201,0.12153439971925076,-0.2971724075137834,0.5895124225436782,0.6688355568448269,0.6735645518639485
img_004_poisson_P50,poisson,50,196,196,196,1.0,0,0.314309058078057,1.0203123729591346,0.08857254465826399,0.0875377668000977,0.314309058078057,1.0203123729591346,1.0694862955927011,1.0652858018354887
img_005_poisson_P50,poisson,50,196,196,196,1.0,0,-0.6228947084374606,1.0614194527735021,0.0754981998672506,0.15626158725759717,-0.6228947084374606,1.0614194527735021,1.2376696950797998,1.2678186780057792
img_006_poisson_P50,poisson,50,196,196,196,1.0,0,0.16316221414132176,0.4665990384694211,0.11898567868418276,0.1113046399176822,0.16316221414132176,0.4665990384694211,0.5093842030900043,0.49102179397314805
img_007_poisson_P50,poisson,50,196,196,196,1.0,0,-0.019525506202203575,0.8169711098260881,0.0968008220880023,0.11234032247600102,-0.019525506202203575,0.8169711098260881,0.8222172758539862,0.8413777545380451
img_008_poisson_P50,poisson,50,196,196,196,1.0,0,-0.352396287665581,0.6214514176904266,0.12048600633150905,0.10696639846706413,-0.352396287665581,0.6214514176904266,0.728685498291043,0.7232686431655198
img_009_poisson_P50,poisson,50,196,196,196,1.0,0,-0.58087530942191,1.2486863756870812,0.1340615180813083,0.10151455853236671,-0.58087530942191,1.2486863756870812,1.383301694727118,1.3456428062655321
img_000_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,-0.32293840058082746,0.8459720984926871,0.04114453567028719,0.18751510641602712,-0.32293840058082746,0.8459720984926871,0.909893670824005,0.9280845054422798
img_001_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,-0.6970784112967976,0.8999278249925686,0.06261257240700974,0.14575436056570412,-0.6970784112967976,0.8999278249925686,1.1443359319661324,1.1794090836742757
img_002_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,-0.5870078650069726,0.8404101661323504,0.07860503979248183,0.13614486800094025,-0.5870078650069726,0.8404101661323504,1.0332463185797236,1.0540582846658573
img_003_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,-0.2744464909908728,0.5955593309402127,0.05482214480984149,0.09539879929276367,-0.2744464909908728,0.5955593309402127,0.6598087999580482,0.6735645518639453
img_004_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,0.30280916192456464,0.9208289124525795,0.07412288884503276,0.14159487820970945,0.30280916192456464,0.9208289124525795,0.9713628497512629,0.9777510445642841
img_005_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,-0.6463960251181512,0.9687611875991223,0.051487845491123126,0.1571570077984086,-0.6463960251181512,0.9687611875991223,1.170632759556337,1.2678186780057599
img_006_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,0.19036409968022813,0.4607078747585519,0.060827160904430765,0.08342186907848942,0.19036409968022813,0.4607078747585519,0.5007803205502683,0.49102179397314
img_007_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,0.039513576507661394,0.7936159338527616,0.09396764300840668,0.14035443981917373,0.039513576507661394,0.7936159338527616,0.7992691706842004,0.8413777545380444
img_008_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,-0.409681953127939,0.5416176728459392,0.10455505382582557,0.10785579828282467,-0.409681953127939,0.5416176728459392,0.6932484385202391,0.6812490703188496
img_009_background_B_linear_010,background,linear_α0.1,196,196,196,1.0,0,-0.5712306721976455,1.1614765006526389,0.05586635634448471,0.10939584715262285,-0.5712306721976455,1.1614765006526389,1.2967023997098628,1.3456428062655004
img_000_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,-0.29541622857691374,0.9762128208923783,0.08149135512622156,0.12385315790987782,-0.29541622857691374,0.9762128208923783,1.0249066893720469,1.0528994523849642
img_001_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,-0.6659387755857574,0.953361370540718,0.05712485031829416,0.10048147222253097,-0.6659387755857574,0.953361370540718,1.1666960124342394,1.1794090836742757
img_002_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,-0.543898874999485,0.868291441677429,0.08215124187215753,0.14550595486297577,-0.543898874999485,0.868291441677429,1.0327143535319017,1.0540582846658686
img_003_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,-0.269976402659346,0.6181366462135539,0.07750826008048854,0.10810678897410834,-0.269976402659346,0.6181366462135539,0.6820356544984789,0.6735645518639485
img_004_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,0.37501902331272663,1.072339404015844,0.10078571413622915,0.11359521864464717,0.37501902331272663,1.072339404015844,1.1378053195978575,1.1764272704960452
img_005_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,-0.5886448521951241,1.115524567136406,0.09903308989596132,0.18061019820654114,-0.5886448521951241,1.115524567136406,1.2709110210604355,1.3320925596681046
img_006_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,0.2207012482101792,0.4925949323840629,0.09065864443578478,0.11280961071672514,0.2207012482101792,0.4925949323840629,0.5416713025136259,0.4910217939731449
img_007_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,0.06716538227440097,0.8202118763992965,0.11069994954155751,0.20638024168304794,0.06716538227440097,0.8202118763992965,0.828419323089488,0.8413777545380448
img_008_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,-0.3996357918062662,0.5951180363087092,0.14770816127732056,0.1219625388187198,-0.3996357918062662,0.5951180363087092,0.7370012635944748,0.7232686431655198
img_009_background_B_linear_030,background,linear_α0.3,196,196,196,1.0,0,-0.49187763356870046,1.2463733691447534,0.09637074718081065,0.1487396447371945,-0.49187763356870046,1.2463733691447534,1.3464251078584775,1.3456428062655064
img_000_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,-0.3383867523982022,0.8193616172074413,0.06294581524476293,0.1876837054771429,-0.3383867523982022,0.8193616172074413,0.89287339135933,0.9258471335565468
img_001_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,-0.6743574335479172,0.9173006714832405,0.058387243252356336,0.11312979963444018,-0.6743574335479172,0.9173006714832405,1.1423711378796952,1.1794090836742757
img_002_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,-0.6046580898269078,0.7781733472763038,0.07027850527564367,0.15718934578766003,-0.6046580898269078,0.7781733472763038,0.9933244791284425,1.0540582846658573
img_003_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,-0.2874789966318404,0.5764429674938859,0.05990154846941096,0.10027673065657727,-0.2874789966318404,0.5764429674938859,0.6495812503019136,0.6735645518639423
img_004_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,0.32317619344895027,0.9486727567572203,0.09781924846528356,0.17376687478824146,0.32317619344895027,0.9486727567572203,1.0043420729881218,0.9777510445642841
img_005_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,-0.6135835130091865,1.03497437827526,0.08683075606644362,0.1773604640347236,-0.6135835130091865,1.03497437827526,1.2127680746169365,1.2678186780057599
img_006_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,0.18152678143098805,0.4056718617203898,0.04022716521442854,0.11058479852843932,0.18152678143098805,0.4056718617203898,0.4487036904526728,0.49102179397313667
img_007_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,0.011356972102400607,0.7275325900572807,0.054320395545709985,0.18335025471236258,0.011356972102400607,0.7275325900572807,0.7294357364542579,0.8213904027342408
img_008_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,-0.4061622346914649,0.5302715702672923,0.0972569389729829,0.11183753539454783,-0.4061622346914649,0.5302715702672923,0.6810195762093162,0.6812490703188496
img_009_background_B_nonlin_010,background,nonlinear_α0.1,196,196,196,1.0,0,-0.55867294590644,1.1836611037874825,0.0460989978072477,0.1015973697069697,-0.55867294590644,1.1836611037874825,1.310549033507065,1.3456428062655004
img_000_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,-0.300645171372989,0.9655405968877167,0.0812442940006804,0.14194091639426681,-0.300645171372989,0.9655405968877167,1.016638627167439,1.0528994523849642
img_001_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,-0.6453027255403123,0.9864690987083105,0.11649815672186714,0.13016512941217767,-0.6453027255403123,0.9864690987083105,1.1882112299500034,1.1794090836742757
img_002_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,-0.5186747575953837,0.9041288901222885,0.09885646250350981,0.16210394531378847,-0.5186747575953837,0.9041288901222885,1.0535694038905876,1.1099160464023803
img_003_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,-0.25840625511981047,0.6270148249628383,0.10313474737403253,0.1254812411475641,-0.25840625511981047,0.6270148249628383,0.6892147110698232,0.6735645518639485
img_004_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,0.39317831249721075,1.083653680016001,0.09618082891947588,0.12553218013731962,0.39317831249721075,1.083653680016001,1.154356781124175,1.1764272704960452
img_005_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,-0.598947980549201,1.1363207598445213,0.10301276480847149,0.159771932516004,-0.598947980549201,1.1363207598445213,1.2940395141397933,1.2748704199419842
img_006_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,0.18158292829164557,0.48032550650024414,0.10855652718471012,0.09132510392970662,0.18158292829164557,0.48032550650024414,0.5206961479056539,0.4910217939731449
img_007_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,0.04201507608220556,0.802939896976403,0.11912703700425102,0.19250351380533096,0.04201507608220556,0.802939896976403,0.8115070621117173,0.8413777545380446
img_008_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,-0.3783628966337539,0.5823827778121143,0.12139837391019878,0.13136043958442498,-0.3783628966337539,0.5823827778121143,0.7137233201484556,0.6812490703188573
img_009_background_B_nonlin_030,background,nonlinear_α0.3,196,196,196,1.0,0,-0.5022859208298351,1.2645418190264153,0.09835025395803634,0.11971268766350127,-0.5022859208298351,1.2645418190264153,1.3665324018640763,1.3456428062655066
img_000_blur_S0.5,blur,0.5,196,196,196,1.0,0,-0.33796328499346473,0.6734348881198193,0.013461014891599402,0.13043602693397424,-0.33796328499346473,0.6734348881198193,0.7555102970303783,0.7089962320772626
img_001_blur_S0.5,blur,0.5,196,196,196,1.0,0,-0.6914539201261447,0.677911265686747,0.015901410121855832,0.11990451554591873,-0.6914539201261447,0.677911265686747,0.971842235212883,1.0024305893222132
img_002_blur_S0.5,blur,0.5,196,196,196,1.0,0,-0.6159650562224883,0.794250530029105,0.03195969365686829,0.13051987380826643,-0.6159650562224883,0.794250530029105,1.0098450111398676,1.0540582846658573
img_003_blur_S0.5,blur,0.5,196,196,196,1.0,0,-0.30162104844201604,0.3231261608163889,0.01590141012185451,0.1199045155459188,-0.30162104844201604,0.3231261608163889,0.4492458463735017,0.47667953777429817
img_004_blur_S0.5,blur,0.5,196,196,196,1.0,0,0.25050768311932603,0.9365949625499947,0.03457959613073264,0.05747417303164141,0.25050768311932603,0.9365949625499947,0.9701399725008992,0.9777510445642841
img_005_blur_S0.5,blur,0.5,196,196,196,1.0,0,-0.6880957250482506,0.774732322920425,0.01430417357328367,0.08498877800184472,-0.6880957250482506,0.774732322920425,1.0382726200120427,1.0466639172376044
img_006_blur_S0.5,blur,0.5,196,196,196,1.0,0,0.16747727919673636,0.1763369288408836,0.015901410121853435,0.11990451554591766,0.16747727919673636,0.1763369288408836,0.2602889930388047,0.2582799703676009
img_007_blur_S0.5,blur,0.5,196,196,196,1.0,0,0.006040321632689008,0.7049523298830342,0.02048889796311024,0.11251392506642612,0.006040321632689008,0.7049523298830342,0.7052836040162163,0.7227971405565895
img_008_blur_S0.5,blur,0.5,196,196,196,1.0,0,-0.45886179822615347,0.44464359727358316,0.02098185398652268,0.11177334482351496,-0.45886179822615347,0.44464359727358316,0.6458221935227124,0.6812490703188445
img_009_blur_S0.5,blur,0.5,196,196,196,1.0,0,-0.5675869284509293,0.9407257854359465,0.01590141012185289,0.11990451554591719,-0.5675869284509293,0.9407257854359465,1.100265127787866,1.134715067376649
img_000_blur_S1.0,blur,1.0,196,196,196,1.0,0,-0.34209676340191936,0.5291839546637276,0.011203104721516675,0.10511503847173659,-0.34209676340191936,0.5291839546637276,0.6325273666126288,0.6034161216281817
img_001_blur_S1.0,blur,1.0,196,196,196,1.0,0,-0.680186651769724,0.4578004017923152,0.017183990707362654,0.04703435377504837,-0.680186651769724,0.4578004017923152,0.8205089032802448,0.8249108454195779
img_002_blur_S1.0,blur,1.0,196,196,196,1.0,0,-0.6308340933793896,0.6073668086663272,0.0396824298406753,0.10451570521311418,-0.6308340933793896,0.6073668086663272,0.8798492212517897,0.8824890312048663
img_003_blur_S1.0,blur,1.0,196,196,196,1.0,0,-0.2903537800855953,0.10301529692195699,0.017183990707367643,0.04703435377504824,-0.2903537800855953,0.10301529692195699,0.3103833484184259,0.3129639382348851
img_004_blur_S1.0,blur,1.0,196,196,196,1.0,0,0.24850462739714926,0.9105253241683271,0.027509570610574127,0.09960278271612669,0.24850462739714926,0.9105253241683271,0.9448707147839263,0.9777510445642841
img_005_blur_S1.0,blur,1.0,196,196,196,1.0,0,-0.7052041849735735,0.6883910445544438,0.027168185028308117,0.11752826321832438,-0.7052041849735735,0.6883910445544438,0.9903279912766407,0.9871101361513415
img_006_blur_S1.0,blur,1.0,196,196,196,1.0,0,0.17874454755315705,-0.04377393505354828,0.01718399070736983,0.047034353775048096,0.17874454755315705,-0.04377393505354828,0.18751793049636598,0.1793010185133412
img_007_blur_S1.0,blur,1.0,196,196,196,1.0,0,-0.0007046445242007375,0.4368234617944504,0.01976724480237002,0.10097553842947489,-0.0007046445242007375,0.4368234617944504,0.43731561838057326,0.45973832905998624
img_008_blur_S1.0,blur,1.0,196,196,196,1.0,0,-0.45015273816102347,0.3871885225118481,0.021642851025229327,0.14321036023329126,-0.45015273816102347,0.3871885225118481,0.605230789050447,0.6812490703188353
img_009_blur_S1.0,blur,1.0,196,196,196,1.0,0,-0.5563196600945086,0.7206149215415146,0.017183990707369392,0.04703435377504851,-0.5563196600945086,0.7206149215415146,0.9106175802077799,0.9151022667125082
img_000_blur_S1.5,blur,1.5,196,196,196,1.0,0,-0.31264174831317965,0.4500895349409523,0.05281581921119037,0.06843195917633775,-0.31264174831317965,0.4500895349409523,0.5485117308479835,0.6034161216281533
img_001_blur_S1.5,blur,1.5,196,196,196,1.0,0,-0.5741401114858056,0.3207021482735476,0.07470905189182704,0.032675108802696494,-0.5741401114858056,0.3207021482735476,0.6579487073493545,0.6056444082500094
img_002_blur_S1.5,blur,1.5,196,196,196,1.0,0,-0.5981872513206242,0.3198004321498984,0.0404421246744647,0.08324489401718112,-0.5981872513206242,0.3198004321498984,0.6810625430496767,0.7166088710166535
img_003_blur_S1.5,blur,1.5,196,196,196,1.0,0,-0.18430723980167688,-0.03408295659681056,0.0747090518918329,0.032675108802696244,-0.18430723980167688,-0.03408295659681056,0.19237480533254425,0.14559386875857425
img_004_blur_S1.5,blur,1.5,196,196,196,1.0,0,0.2594706052669958,0.4664889228682342,0.04521228840914115,0.08855400850185415,0.2594706052669958,0.4664889228682342,0.538344588067378,0.5074848339889853
img_005_blur_S1.5,blur,1.5,196,196,196,1.0,0,-0.666410172267103,0.4995648510558568,0.07434988829037126,0.09742686075018368,-0.666410172267103,0.4995648510558568,0.8343242709568641,0.9123346661381422
img_006_blur_S1.5,blur,1.5,196,196,196,1.0,0,0.2847910878370755,-0.18087218857231582,0.07470905189183646,0.03267510880269601,0.2847910878370755,-0.18087218857231582,0.3389859451387309,0.38905555739269776
img_007_blur_S1.5,blur,1.5,196,196,196,1.0,0,0.07702568547519989,0.22967264179454158,0.06326077221540465,0.061020908400170354,0.07702568547519989,0.22967264179454158,0.25351291971361384,0.23173078396606328
img_008_blur_S1.5,blur,1.5,196,196,196,1.0,0,-0.4527903619049811,-0.005952842031234043,0.04319897754832362,0.0721077650519307,-0.4527903619049811,-0.005952842031234043,0.4588133884557699,0.46836878656353176
img_009_blur_S1.5,blur,1.5,196,196,196,1.0,0,-0.45027311981059015,0.583516668022747,0.07470905189183766,0.032675108802695516,-0.45027311981059015,0.583516668022747,0.7382856360630082,0.6924802002812597
img_000_blur_S2.0,blur,2.0,196,196,196,1.0,0,-0.19062871682342672,0.3264617189300054,0.05235020576524641,0.02657308851609006,-0.19062871682342672,0.3264617189300054,0.38042534711870507,0.3838741309823512
img_001_blur_S2.0,blur,2.0,196,196,196,1.0,0,-0.5390230084616484,0.25969300435623993,0.0786037405922896,0.04541885283384712,-0.5390230084616484,0.25969300435623993,0.6008252654316172,0.6056444082499848
img_002_blur_S2.0,blur,2.0,196,196,196,1.0,0,-0.45648675704225716,0.17728795894462457,0.029876644383646848,0.029876644383648086,-0.45648675704225716,0.17728795894462457,0.4900668752903542,0.5041517852720645
img_003_blur_S2.0,blur,2.0,196,196,196,1.0,0,-0.14919013677751958,-0.09509210051411822,0.07860374059229641,0.045418852833846377,-0.14919013677751958,-0.09509210051411822,0.1859297427115331,0.14559386875857425
img_004_blur_S2.0,blur,2.0,196,196,196,1.0,0,0.40100955623129164,0.2852351158088413,0.020455679425706814,0.021389515900458792,0.40100955623129164,0.2852351158088413,0.4929247603794995,0.49097119698109637
img_005_blur_S2.0,blur,2.0,196,196,196,1.0,0,-0.5600705755945331,0.369818523269785,0.03589075615574972,0.03589075615575864,-0.5600705755945331,0.369818523269785,0.6712367390499976,0.6906028762711587
img_006_blur_S2.0,blur,2.0,196,196,196,1.0,0,0.3199081908612328,-0.24188133248962349,0.07860374059230013,0.045418852833847376,0.3199081908612328,-0.24188133248962349,0.4072045655541214,0.38905555739269776
img_007_blur_S2.0,blur,2.0,196,196,196,1.0,0,0.1980500692546862,0.11933824829688185,0.042198185335652394,0.042198185335649625,0.1980500692546862,0.11933824829688185,0.23863288630459686,0.2439681513753249
img_008_blur_S2.0,blur,2.0,196,196,196,1.0,0,-0.3030197735602824,-0.17034544459515574,0.02383678457575255,0.024661204187033218,-0.3030197735602824,-0.17034544459515574,0.34927603603165686,0.3502123085360805
img_009_blur_S2.0,blur,2.0,196,196,196,1.0,0,-0.41515601678643294,0.5225075241054393,0.07860374059230078,0.045418852833849485,-0.41515601678643294,0.5225075241054393,0.6710740086760215,0.6924802002812366
